Date,Open,High,Low,Close,Adj Close,Volume
2016-12-21,19969.0,19986.6,19942.1,19942.0,19942.0,223186221
2016-12-22,19922.7,19933.8,19882.2,19918.9,19918.9,224768504
2016-12-23,19908.6,19933.8,19899.1,19933.8,19933.8,137561575
2016-12-27,19943.5,19980.2,19939.8,19945.0,19945.0,136324519
2016-12-28,19964.3,19981.1,19827.3,19833.7,19833.7,161743132
2016-12-29,19835.5,19878.4,19788.9,19819.8,19819.8,151358144
2016-12-30,19833.2,19852.6,19718.7,19762.6,19762.6,202196573
2017-01-03,19872.9,19938.5,19775.9,19881.8,19881.8,297992888
2017-01-04,19890.9,19956.1,19878.8,19942.2,19942.2,244610311
2017-01-05,19924.6,19948.6,19811.1,19899.3,19899.3,240753959
2017-01-06,19907.0,19999.6,19834.1,19963.8,19963.8,243282155
2017-01-09,19931.4,19943.8,19888.7,19887.4,19887.4,235220247
2017-01-10,19876.3,19957.1,19836.0,19855.5,19855.5,256758394
2017-01-11,19887.4,19973.4,19833.2,19954.3,19954.3,306914625
2017-01-12,19926.2,19929.3,19770.5,19891.0,19891.0,282092675
2017-01-13,19912.5,19952.0,19849.4,19885.7,19885.7,230069295
2017-01-17,19848.8,19883.0,19775.3,19826.8,19826.8,297170973
2017-01-18,19822.7,19828.2,19739.0,19804.7,19804.7,241706609
2017-01-19,19813.6,19824.1,19677.9,19732.4,19732.4,276238573
2017-01-20,19795.1,19843.9,19759.1,19827.2,19827.2,379787883
2017-01-23,19794.8,19834.0,19732.4,19799.9,19799.9,294230426
2017-01-24,19794.7,19949.2,19786.7,19912.7,19912.7,341747253
2017-01-25,19994.5,20082.0,19994.5,20068.5,20068.5,338249735
2017-01-26,20076.2,20125.6,20067.5,20100.9,20100.9,319679165
2017-01-27,20103.4,20116.0,20072.6,20093.8,20093.8,323886320
2017-01-30,20028.6,20028.6,19870.4,19971.1,19971.1,280908156
2017-01-31,19913.2,19918.2,19784.8,19864.1,19864.1,308591900
2017-02-01,19923.8,19967.7,19846.0,19890.9,19890.9,389864708
2017-02-02,19858.3,19922.8,19831.1,19884.9,19884.9,312643187
2017-02-03,19964.2,20081.5,19964.2,20071.5,20071.5,304495536
2017-02-06,20025.6,20094.9,20002.8,20052.4,20052.4,248466659
2017-02-07,20107.6,20155.3,20068.7,20090.3,20090.3,254506349
2017-02-08,20049.3,20068.3,20015.3,20054.3,20054.3,253031954
2017-02-09,20061.7,20206.4,20061.7,20172.4,20172.4,284395238
2017-02-10,20211.2,20298.2,20204.8,20269.4,20269.4,277305638
2017-02-13,20338.5,20441.5,20322.9,20412.2,20412.2,281140828
2017-02-14,20374.2,20501.6,20374.0,20504.4,20504.4,316608894
2017-02-15,20504.3,20620.4,20496.0,20611.9,20611.9,340722690
2017-02-16,20627.3,20639.9,20556.8,20619.8,20619.8,321136086
2017-02-17,20564.1,20622.1,20532.6,20624.0,20624.0,281171106
2017-02-21,20663.4,20757.6,20663.4,20743.0,20743.0,287959253
2017-02-22,20715.4,20781.6,20692.4,20775.6,20775.6,272051450
2017-02-23,20817.2,20840.7,20746.4,20810.3,20810.3,271545494
2017-02-24,20751.9,20818.7,20733.9,20816.6,20816.6,255684699
2017-02-27,20808.7,20851.3,20774.8,20837.4,20837.4,221669880
2017-02-28,20833.9,20841.2,20781.2,20813.6,20813.6,262897566
2017-03-01,20957.3,21169.1,20957.3,21115.6,21115.6,351957178
2017-03-02,21128.9,21129.2,20996.6,21003.0,21003.0,282049136
2017-03-03,21008.8,21040.0,20953.9,21005.7,21005.7,223560857
2017-03-06,20955.7,20986.4,20912.1,20954.3,20954.3,223541910
2017-03-07,20934.9,20970.5,20901.3,20924.8,20924.8,238370166
2017-03-08,20940.4,20951.4,20835.6,20855.7,20855.7,249732844
2017-03-09,20864.3,20900.6,20777.2,20858.2,20858.2,250853320
2017-03-10,20919.0,20940.3,20827.7,20903.0,20903.0,268707033
2017-03-13,20899.3,20926.1,20845.7,20881.5,20881.5,245708948
2017-03-14,20848.6,20874.0,20786.3,20837.4,20837.4,220657445
2017-03-15,20874.8,20977.5,20859.6,20950.1,20950.1,272392920
2017-03-16,20969.3,21000.1,20893.5,20934.6,20934.6,232717727
2017-03-17,20965.4,20980.5,20911.1,20914.6,20914.6,344445294
2017-03-20,20916.3,20955.4,20885.7,20905.9,20905.9,211366278
2017-03-21,20956.3,20970.0,20653.3,20668.0,20668.0,330942047
2017-03-22,20640.4,20686.2,20578.9,20661.3,20661.3,293923906
2017-03-23,20645.1,20757.9,20618.6,20656.6,20656.6,248630461
2017-03-24,20674.4,20718.3,20529.7,20596.7,20596.7,252694172
2017-03-27,20488.3,20578.5,20412.8,20551.0,20551.0,228916982
2017-03-28,20542.1,20735.6,20520.1,20701.5,20701.5,248641923
2017-03-29,20675.8,20684.7,20625.0,20659.3,20659.3,214596010
2017-03-30,20662.8,20753.8,20643.6,20728.5,20728.5,227691820
2017-03-31,20700.3,20722.6,20660.7,20663.2,20663.2,247557153
2017-04-03,20665.2,20692.3,20517.8,20650.2,20650.2,243458094
2017-04-04,20634.9,20701.3,20605.3,20689.2,20689.2,213502099
2017-04-05,20745.1,20887.5,20639.6,20648.2,20648.2,260885895
2017-04-06,20653.8,20746.5,20612.2,20662.9,20662.9,209655902
2017-04-07,20647.8,20726.1,20606.9,20656.1,20656.1,192054939
2017-04-10,20668.2,20750.3,20614.9,20658.0,20658.0,188345284
2017-04-11,20644.3,20660.0,20512.6,20651.3,20651.3,232341508
2017-04-12,20637.9,20642.5,20553.0,20591.9,20591.9,230664931
2017-04-13,20561.7,20612.3,20455.5,20453.3,20453.3,211869215
2017-04-17,20484.8,20644.4,20484.8,20636.9,20636.9,189703564
2017-04-18,20561.4,20600.1,20462.3,20523.3,20523.3,241474124
2017-04-19,20503.5,20546.7,20379.6,20404.5,20404.5,264330117
2017-04-20,20406.7,20629.8,20406.7,20578.7,20578.7,278246373
2017-04-21,20578.1,20601.4,20505.3,20547.8,20547.8,330925027
2017-04-24,20723.6,20792.2,20723.6,20763.9,20763.9,296454794
2017-04-25,20915.5,21027.0,20909.4,20996.1,20996.1,302460492
2017-04-26,21009.9,21070.9,20972.3,20975.1,20975.1,291580675
2017-04-27,20991.1,21005.8,20935.8,20981.3,20981.3,275395004
2017-04-28,20987.4,20987.8,20926.8,20940.5,20940.5,279343579
2017-05-01,20962.7,20976.6,20898.4,20913.5,20913.5,254997304
2017-05-02,20941.2,20960.9,20904.1,20949.9,20949.9,299470340
